2026-07-28 14:05:17,235 | INFO    | main         | متصل شد به @lfc_test_1_bot | حالت انتشار: manual
2026-07-28 14:05:17,235 | INFO    | main         | ترجمه: Liverpool are working on Bradley Barcola deal
2026-07-29 01:17:35,259 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:17:35,464 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:17:36,506 | INFO    | src.twitter  | توییتر: 29 حساب در 1.0s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:17:36,507 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:17:36,510 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:17:36,510 | INFO    | main         | ترجمه: Liverpool’s flight from Chicago to New York has been cancelled due to 
2026-07-29 01:17:40,676 | INFO    | guard        | نگهبان کانال: 18 پست اخیر خوانده شد
2026-07-29 01:17:41,532 | INFO    | main         | → در گروه قرار گرفت: Liverpool’s flight from Chicago to New York has been cancelled due to 
2026-07-29 01:17:43,533 | INFO    | main         | در این سیکل 1 خبر ارسال شد
2026-07-29 01:18:34,112 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:18:36,654 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:18:38,348 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:18:39,191 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:18:40,414 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:18:41,734 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:18:47,522 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:18:50,768 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:18:52,523 | WARNING | src.base     | GET https://nitter.net/PhysioScout/rss -> 429
2026-07-29 01:19:03,099 | WARNING | src.base     | GET https://lightbrd.com/PhysioScout/rss -> 403
2026-07-29 01:19:04,599 | WARNING | src.base     | GET https://xcancel.com/PhysioScout/rss -> 400
2026-07-29 01:19:16,635 | INFO    | src.twitter  | @PhysioScout جواب نداد — 30 دقیقه کنار گذاشته شد
2026-07-29 01:19:16,636 | INFO    | src.twitter  | توییتر: 29 حساب در 25.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:19:16,636 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:19:16,638 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:19:16,640 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:19:34,309 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:19:35,032 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:19:35,430 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:19:35,594 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:19:35,749 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:19:35,904 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:19:36,161 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:19:36,333 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:19:37,228 | WARNING | src.base     | GET https://nitter.net/PhysioScout/rss -> 429
2026-07-29 01:19:43,025 | INFO    | src.twitter  | توییتر: 29 حساب در 6.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:19:43,025 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:19:43,027 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:19:43,028 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:20:33,889 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:20:34,735 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:20:35,257 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:20:35,556 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:20:35,885 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:20:36,258 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:20:36,661 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:20:36,928 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:20:38,264 | WARNING | src.base     | GET https://nitter.net/PhysioScout/rss -> 429
2026-07-29 01:20:46,203 | INFO    | src.twitter  | توییتر: 29 حساب در 9.3s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:20:46,204 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:20:46,207 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:20:46,208 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:21:33,834 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:21:34,080 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:21:34,359 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:21:34,483 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:21:34,603 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:21:34,723 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:21:34,932 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:21:35,148 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:21:36,396 | INFO    | src.twitter  | توییتر: 29 حساب در 1.2s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:21:36,397 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:21:36,399 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:21:36,400 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:22:33,058 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:22:34,288 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:22:35,961 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:22:36,433 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:22:36,911 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:22:37,408 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:22:37,812 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:22:38,232 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:22:39,137 | INFO    | src.twitter  | توییتر: 29 حساب در 0.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:22:39,138 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:22:39,140 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:22:39,141 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:23:32,908 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:23:33,440 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:23:33,683 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:23:33,908 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:23:34,029 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:23:34,165 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:23:34,316 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:23:34,436 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:23:35,284 | INFO    | src.twitter  | توییتر: 29 حساب در 0.8s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:23:35,285 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:23:35,287 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:23:35,288 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:24:33,167 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:24:33,463 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:24:34,554 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:24:34,870 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:24:35,289 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:24:35,559 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:24:35,860 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:24:36,113 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:24:36,829 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:24:36,830 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:24:36,832 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:24:36,832 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:25:34,845 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:25:35,609 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:25:37,235 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:25:37,687 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:25:38,110 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:25:38,654 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:25:39,128 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:25:39,510 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:25:40,170 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:25:40,171 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:25:40,173 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:25:40,174 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:26:33,732 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:26:35,142 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:26:35,521 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:26:35,875 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:26:35,997 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:26:36,121 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:26:36,355 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:26:36,487 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:26:37,561 | INFO    | src.twitter  | توییتر: 29 حساب در 1.1s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:26:37,562 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:26:37,564 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:26:37,565 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:27:33,465 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:27:33,711 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:27:33,961 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:27:34,085 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:27:34,207 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:27:34,328 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:27:34,453 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:27:34,577 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:27:35,252 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:27:35,253 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:27:35,255 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:27:35,256 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:28:32,935 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:28:36,395 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:28:37,537 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:28:38,041 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:28:39,420 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:28:39,979 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:28:40,445 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:28:41,004 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:28:43,603 | INFO    | src.twitter  | توییتر: 29 حساب در 2.6s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:28:43,604 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:28:43,606 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:28:43,606 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:29:35,431 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:29:37,365 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:29:38,264 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:29:38,729 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:29:39,124 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:29:40,277 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:29:41,073 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:29:41,493 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:29:43,110 | INFO    | src.twitter  | توییتر: 29 حساب در 1.6s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:29:43,111 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:29:43,113 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:29:43,114 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:30:33,582 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:30:33,968 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:30:34,324 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:30:34,449 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:30:34,568 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:30:34,688 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:30:34,921 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:30:35,039 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:30:35,700 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:30:35,701 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:30:35,703 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:30:35,703 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:31:33,493 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:31:34,021 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:31:34,492 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:31:34,629 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:31:34,760 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:31:34,907 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:31:35,200 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:31:35,320 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:31:36,184 | INFO    | src.twitter  | توییتر: 29 حساب در 0.9s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:31:36,185 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:31:36,187 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:31:36,188 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:32:32,968 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:32:33,321 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:32:34,679 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:32:35,123 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:32:35,485 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:32:35,919 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:32:36,343 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:32:37,341 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:32:38,145 | INFO    | src.twitter  | توییتر: 29 حساب در 0.8s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:32:38,146 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:32:38,148 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:32:38,149 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:33:34,508 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:33:35,446 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:33:37,361 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:33:39,062 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:33:39,197 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:33:39,333 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:33:39,476 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:33:39,712 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:33:40,416 | INFO    | src.twitter  | توییتر: 29 حساب در 0.7s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:33:40,418 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:33:40,420 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:33:40,420 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:34:33,062 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:34:33,533 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:34:33,790 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:34:33,938 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:34:34,202 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
2026-07-29 01:34:34,401 | INFO    | src.lfc      | رد شد (women): Leanne Kiernan completes permanent move to Newcastle United
2026-07-29 01:34:34,612 | INFO    | src.lfc      | رد شد (supporters club): We Love You Liverpool: Meet Official LFC Supporters Club... 
2026-07-29 01:34:34,878 | INFO    | src.lfc      | رد شد (women): Liverpool FC Women set to compete in revamped Subway Players
2026-07-29 01:34:37,193 | INFO    | src.twitter  | توییتر: 29 حساب در 2.3s (FabrizioRomano, David_Ornstein, JamesPearceLFC, DavidLynchLFC, _pauljoyce, LFC)
2026-07-29 01:34:37,194 | INFO    | src.twitter  | رد شد (توییت کوتاه/مدیا): @JamesPearceLFC — Citi Field. Come on the Mets
2026-07-29 01:34:37,196 | INFO    | main         | جمع‌آوری شد: 7 آیتم
2026-07-29 01:34:37,197 | INFO    | main         | در این سیکل 0 خبر ارسال شد
2026-07-29 01:35:33,111 | INFO    | src.lfc      | رد شد (podcast): Pre-season tour podcast: Interviews, previews and Liverpool 
2026-07-29 01:35:33,494 | INFO    | src.lfc      | رد شد (photos:): Training photos: Day two of pre-season camp for LFC Women
2026-07-29 01:35:34,587 | INFO    | src.lfc      | رد شد (foundation): LFC Foundation hosts football clinic for families affected b
2026-07-29 01:35:34,761 | INFO    | src.lfc      | رد شد (photos:): Photos: Cody Gakpo and Virgil van Dijk begin pre-season at A
2026-07-29 01:35:34,881 | INFO    | src.lfc      | رد شد (watch all): Watch all of Leanne Kiernan's goals for Liverpool FC Women
